2.541301	2.6552079	2.5871847	-2.4221911	2.2138212	-2.3765929	-2.0520678	-2.4070027	2.226291	-2.235507	2.7409003	2.265024	2.6086347	-2.634251	-2.192541	-2.0673811	2.2207153	2.019692	2.7678568	2.1732183
2.639958	2.7852395	2.308381	-2.347928	2.53724	-2.3252504	-2.2579017	-2.6565459	2.6100485	-2.911752	2.7526166	1.9959681	1.8722068	-1.9247216	-2.1982913	-2.5283034	2.255276	1.7968616	2.6846735	2.6313126
2.754267	2.7474344	2.8265214	-2.7533143	2.7321126	-2.7673893	-2.571508	-2.544196	2.6241121	-2.5111425	3.070316	2.6425054	2.6951835	-2.6006715	-2.6170745	-2.417109	2.7731106	2.4651046	2.4645507	2.6881905
2.5587778	2.6642687	2.576186	-2.299588	2.6936107	-2.7450335	-2.612355	-2.4103925	2.557027	-2.5851042	3.1258502	2.559909	2.725864	-2.2603104	-2.803176	-2.568298	2.449587	2.4712605	2.4901881	2.3893988
2.5883002	2.5057783	2.625255	-2.179943	2.5955963	-2.32186	-2.5891397	-2.4027243	2.428236	-2.2980053	2.5612094	2.6353023	2.5612605	-2.1780741	-2.687413	-2.7099597	2.6358778	2.1021543	2.47541	2.4671755
2.2311027	2.1804845	2.0467885	-2.9369626	2.4840481	-2.36177	-2.2419	-2.1612334	2.068795	-1.7243545	2.6367803	2.0119126	2.426768	-2.4772053	-2.427199	-2.3035328	2.207575	1.7621557	2.1587493	2.1758611
2.8250322	3.024907	2.2815206	-2.1784358	2.6221075	-2.7850378	-2.356716	-2.7120728	2.4495409	-3.0058432	2.9113383	2.6523263	2.7296848	-2.6310563	-2.510384	-2.729128	2.2833688	2.482988	2.7483077	2.6178021
2.9694781	2.3491614	2.1899068	-2.6152725	2.7376225	-2.4093864	-2.4520164	-2.5739706	2.4366791	-2.425592	2.6867106	2.3036149	2.8935924	-2.212381	-2.4498918	-2.5004976	2.797403	2.727245	2.7619555	2.61629
2.7298815	2.985657	2.6459005	-2.7403884	2.8519006	-2.532998	-2.4610288	-2.910979	2.9590523	-2.7265873	2.8070211	3.015579	3.0296571	-3.058591	-2.7962656	-2.579412	2.605912	2.564734	2.6376925	2.9515357
2.811939	3.0343366	3.1836443	-3.1096497	2.623273	-2.2420526	-2.7375119	-2.4006596	3.0832713	-2.596906	2.4554756	2.0825353	2.3403587	-2.3721635	-2.8037968	-2.357506	2.839714	2.6454837	2.9435303	2.678183
