0.043138713	0.081541404	0.04245316	0.07342553	-0.18418072	0.031071939	0.04098306	0.09330391	0.011634831	-0.09687312	-0.031370476	0.07780281	-0.124711104	0.026455281	-0.13858755	0.040384248	0.014360808	-0.0076447013	0.098880924	-0.18493707	0.04079588	-0.015821923	0.0011907573	0.062063627	0.17434499	0.024700448	-0.024489699	-0.16170567	0.038766693	0.008385177	0.07815876	-0.1856457	-0.016711373	-0.033631474	-0.026971329	-0.08950208	0.10167133	0.044796627	-0.015541758	-0.027916897	0.072657704	0.112699784	-0.011033811	-0.09297614	-0.112701215	0.17832263	-0.06191093	-0.116051294	-0.15200433	0.0975134
0.14714871	0.088779405	0.006993077	0.09432778	-2.3283821e-05	0.12220962	0.03625464	0.026699541	-0.05064436	-0.19206803	0.05546295	0.076061435	-0.20239806	-0.107112184	0.011713489	0.01816629	0.0068455446	-0.101726934	0.11957568	-0.07306122	-0.05017641	-0.12254136	-0.13253547	0.002096047	0.097880155	0.0539354	-0.08580439	-0.13782792	0.09283406	0.06392498	-0.029315716	-0.013734774	0.08035061	-0.040313523	-0.087838925	-0.0015333167	0.086976215	0.03664044	-0.09953661	-0.20790891	0.12330576	-0.025143128	-0.07806036	-0.15811092	-0.10582224	0.07726435	-0.035517696	-0.15177527	-0.12629247	0.15273748
0.000298186	0.057443507	0.10336554	-0.025285503	-0.09401157	0.08416581	0.042096984	0.08611907	-0.11805362	-0.1525686	-0.043843262	-0.07602127	-0.13717246	-0.052794237	-0.039589975	0.13863675	0.077292204	0.0034355575	0.12100879	-0.039475188	0.13086805	-0.01272863	-0.09498509	0.11967954	0.04781207	-0.020604163	-0.06243892	-0.11936918	0.101498045	0.107081145	0.052148115	-0.010179155	0.08516349	-0.06339404	-0.03961475	-0.039702065	0.18100274	0.041575577	-0.028721543	-0.025296416	0.15278973	0.14461158	-0.09936377	-0.119370624	-0.06610781	-0.03517758	-0.07312001	-0.10172663	-0.12679121	-0.0050759814
0.09778018	0.045736913	0.18108892	0.12888452	-0.10383309	0.13024169	-0.012200046	0.08436822	-0.030571185	-0.065568306	-0.08533355	0.03186669	-0.15329276	-0.0818411	-0.02699665	0.1820933	0.062946364	-0.08082873	0.14833184	-0.09696633	0.113369994	-0.063664794	0.0027434453	0.08355876	0.09235351	0.0026267841	-0.07707082	-0.09638159	0.032431796	0.1511838	0.035339992	-0.08327044	0.031468827	-0.14572117	-0.0029112669	-0.017077036	0.11829748	0.18292287	-0.079791285	-0.076915726	0.06844034	0.19418427	-0.0697582	-0.0467063	-0.16297412	0.08263469	-0.13179962	-0.13070704	-0.081363134	0.079733424
0.06621443	0.14023264	0.18064284	0.1042675	-0.112351686	0.1042095	0.011980129	0.12389532	-0.021866307	-0.09431185	-0.09173994	0.030003758	-0.16813627	-0.046473376	-0.086069465	0.17727572	0.071776204	-0.036850832	0.07995342	-0.05998708	0.07381101	-0.052624963	-0.060005657	0.09739742	0.12273775	0.027087707	-0.07371802	-0.12848686	0.02633452	0.060542718	0.029269489	-0.10674034	0.027650867	-0.1964232	-0.020687196	-0.022037253	0.092525385	0.13372634	-0.050019942	-0.083728395	0.022459231	0.13547006	-0.11575621	-0.09728295	-0.12113663	0.056687232	-0.1217522	-0.16744618	-0.050603967	0.037436366
0.067428745	0.071694605	0.17916067	0.1547792	-0.15015854	0.13057275	0.014584973	0.09138061	-0.03388339	-0.07431778	-0.061807893	0.030214151	-0.12850153	-0.05808937	-0.05659924	0.148122	0.054944523	-0.09027171	0.1038308	-0.06899275	0.102389954	-0.028829848	-0.06969666	0.11033142	0.08029058	0.040464096	-0.07995509	-0.095880315	0.025841562	0.115399435	0.08711882	-0.051892698	0.027431818	-0.15945677	0.022051502	-0.013306664	0.10864562	0.19115968	-0.04065092	-0.13772844	0.122191414	0.20575756	-0.039877083	-0.1227872	-0.071520485	0.1134935	-0.1126864	-0.15227066	-0.08435853	0.060793757
0.11434563	0.0712154	0.19029893	0.10388024	-0.108813986	0.1622495	-0.01669448	0.12916224	-0.043951906	-0.025746714	-0.021638421	0.043346662	-0.15848853	-0.048167855	-0.036555484	0.15614481	0.059501164	-0.007091402	0.12920533	-0.09684004	0.07236845	-0.016240409	-0.05671879	0.06928416	0.097543195	0.006170497	-0.09866142	-0.13763233	-0.00064263085	0.11150205	0.060993735	-0.13377227	-0.012825531	-0.16366346	-0.003172714	-0.05617484	0.1214612	0.20059739	-0.060778897	-0.12749994	0.011335994	0.161961	-0.046635903	-0.034248956	-0.056002043	0.050411437	-0.124214076	-0.17424448	-0.11462749	0.09536061
0.06983926	0.06071328	0.12194816	0.048454553	-0.10963628	0.18067624	0.0028134976	0.18385975	0.024215685	-0.07416023	-0.10620205	0.014051432	-0.08843687	-0.05627945	-0.08849371	0.033217512	0.042705353	0.008389342	0.10244918	-0.091291495	0.09237196	-0.029479127	-0.099013075	0.0851513	0.08725502	-0.012553318	-0.06558998	-0.026869657	0.11720765	0.083547994	0.040395927	-0.1647314	0.06376085	-0.19331887	0.025122622	-0.0622684	0.10883088	0.15731801	-0.073434524	-0.10549679	0.11262906	0.0725855	-0.023734674	-0.085267134	-0.08745622	0.121515565	-0.15357272	-0.08577987	-0.0909981	0.06546751
0.104601935	0.088987805	0.064177364	0.13585487	-0.18394022	0.002372993	-0.026775569	0.12091277	-0.041106705	-0.14966412	-0.10031546	0.004528781	-0.17040947	-0.07096563	-0.11588519	0.18496846	0.054966465	-0.08770801	0.051365204	-0.020745497	0.06658671	-0.030146876	-0.14690334	0.061264355	0.07910348	0.041779004	-0.16556764	-0.11098714	0.052351538	0.06432229	0.054982338	-0.14963289	0.014835965	-0.18058473	-0.014793803	-0.03101771	0.05509269	0.17742918	0.0016421463	-0.1217491	-0.0034035265	0.1426592	-0.07482449	-0.08593275	-0.019591052	0.03040996	-0.1032294	-0.08396623	-0.047311842	-0.0049979086
0.105170675	0.11098101	0.11400259	0.16596605	-0.086050265	0.08167763	-0.015716031	0.12127038	-0.047906213	-0.057985116	-0.11223281	0.011767854	-0.12823343	-0.06092114	-0.06749048	0.15524246	0.051905293	-0.038088575	0.14094594	-0.09604236	0.07031676	-0.041837726	-0.07470898	0.1082086	0.10869038	0.007925301	-0.06329838	-0.10471158	0.038463492	0.13027339	0.025057724	-0.11639259	-0.0033195452	-0.16870563	-0.02436916	-0.021724049	0.09360725	0.16737543	-0.034688096	-0.09590379	0.04018337	0.15301709	-0.09770911	-0.09849415	-0.12992255	0.093613766	-0.098143965	-0.12613843	-0.05891563	-0.01041513
