-0.26017946	-0.34282213	-0.44143537	0.044333074	-0.25773013	0.3466702	0.06671951	-0.017985102	0.04954559	-0.22327612	-0.13810346	0.50202554	0.025983078	0.18712573	-0.32273218	-0.056714006	-0.05409125	-0.009621636	-0.07022655	-0.031555936
-0.32707548	-0.14730993	-0.2084825	-0.039882347	-0.29765707	0.29501253	0.19848573	-0.33966815	0.11376921	-0.190478	0.18795004	0.26669377	-0.20734617	0.12631106	-0.35394198	-0.034079753	-0.21028517	-0.051371254	-0.15005843	-0.34725556
-0.019980477	-0.37901258	-0.5318	0.043219306	-0.5473839	0.44954094	0.18486708	-0.12298888	0.17444241	-0.37621552	-0.10612943	0.46585822	-0.042477902	0.0052232426	-0.45376667	-0.031111427	-0.15059023	-0.2461052	0.008638656	-0.23674445
-0.20827849	-0.25215566	-0.3839438	-0.10857802	-0.1387465	0.19428203	-0.008661494	-0.13500778	-0.051584166	-0.3501062	-0.12629858	0.45766833	0.00028120785	0.19439085	-0.29876643	-0.06848176	-0.016365131	0.08523173	-0.08011194	-0.14345177
-0.076830186	-0.1910003	-0.4518814	-0.2712229	-0.41754416	0.09558517	0.046365764	-0.29137588	-0.0008610231	-0.45110252	-0.11628182	0.34938964	-0.22124103	0.007563318	-0.36893257	-0.18161409	-0.17517641	-0.26453984	0.044623036	-0.3251025
-0.14746651	-0.3891961	-0.5156582	0.08554475	-0.3516591	0.44655034	-0.0016522562	-0.01343915	-0.17835899	-0.42001864	-0.25545344	0.45406646	0.066591	0.1378095	-0.15117985	-0.25920323	0.1493629	-0.13566834	-0.06986677	-0.21243006
-0.3310781	-0.07250794	-0.4699031	0.19696802	-0.47540325	0.4769925	0.2770843	-0.0046250047	0.019953793	-0.08146195	0.1151008	0.064193875	-0.19043796	0.15476659	-0.21727408	-0.20368	-0.08879863	-0.170677	0.16031769	-0.26970467
-0.22879927	-0.053472426	-0.510836	-0.38422444	-0.15229008	-0.0787384	-0.071388096	-0.091242716	-0.1861055	-0.4987161	-0.21811692	0.33321905	-0.16120802	0.30387187	-0.29865247	-0.22580731	0.025093237	0.11754974	0.09552352	-0.25006166
-0.2782427	-0.4608507	-0.0739695	-0.06892639	0.08527031	0.08173724	0.2433766	-0.4793914	-0.412385	0.04921392	-0.30449575	-0.09684856	-0.5743463	-0.06272183	-0.014076969	-0.15497811	-0.4023782	0.0027764742	0.009526677	-0.44375795
-0.21289818	-0.32367876	-0.374718	-0.23680481	-0.27656183	0.12476309	0.02857285	-0.34001178	0.04064095	-0.4799996	-0.079120845	0.54116297	-0.12126268	0.15929553	-0.4612808	0.018998157	-0.16950022	-0.07505323	-0.16501606	-0.33542088
0.03432904	0.07329334	-0.35533604	-0.2848317	-0.49058217	0.09733751	0.011370389	-0.122332215	-0.24158491	-0.4555936	0.08157307	-0.016246052	-0.17135164	0.13617355	-0.04664139	-0.2787964	0.054064237	-0.2878771	0.1260355	-0.35912183
