-2.6469567	-1.6304196	-3.0758417	-3.049555	-2.3021965	2.7169378	3.0915136
-2.5669446	-2.2547565	-2.9592323	-2.978516	-2.848296	2.2434025	2.03306
-2.617702	-3.143765	-3.5995085	-3.2293668	-3.766671	3.2072954	2.8269753
-3.458987	-3.3088892	-3.631802	-4.0246043	-4.17536	3.6058745	3.191874
-2.9734917	-2.9735649	-3.0220275	-3.111374	-3.0938866	2.7458775	3.0939498
-2.9121046	-2.343045	-2.658386	-2.9939644	-2.593342	2.5835514	2.5846248
-3.2454002	-3.6186438	-4.0644836	-4.0992384	-3.381647	3.2846887	3.4383957
-3.1015186	-3.3651955	-3.8327396	-3.9724498	-3.7125103	3.574889	3.5540693
-4.407819	-4.1214294	-4.7924438	-4.919784	-4.744824	4.3158507	4.87934
-3.298681	-3.012962	-3.2508004	-3.564642	-3.7576826	3.6927357	3.1875246
-2.9967546	-3.228642	-3.1782074	-3.3808324	-3.2612553	2.6640112	2.624742
-3.4496675	-2.298545	-3.129163	-3.2397664	-3.456303	2.7180474	2.5745533
-2.711962	-2.548184	-2.9217978	-3.223134	-2.4934504	2.383716	2.9960704
-1.7982037	-2.113814	-2.4097905	-2.7027137	-2.3139706	2.0843008	2.2186043
-3.6414683	-3.8645923	-3.1617026	-3.3881443	-3.4912977	3.3100994	3.3479166
-4.6735954	-4.401901	-5.3302965	-4.634768	-4.3668694	5.4244375	5.219789
-2.632577	-2.1350594	-2.6399007	-3.2169545	-3.039128	2.1863832	2.539541
-2.807108	-2.8459597	-3.1742556	-3.2887797	-3.198449	3.4713027	2.8743935
-2.8862827	-3.022782	-3.8960772	-2.7664711	-3.4125268	2.7700229	2.838253
-2.5646398	-2.8054295	-2.9360845	-3.066995	-2.8687146	2.8180487	2.503337
-3.1177375	-2.921707	-3.68102	-3.305527	-3.2125387	3.14798	3.2839851
-2.5564275	-2.4937763	-3.100842	-2.7929447	-2.9160893	2.9751644	2.9889007
-1.6044359	-1.7109743	-2.1965578	-2.2563462	-2.4610543	1.6828942	1.5775564
-2.7261593	-2.5451474	-3.2912698	-3.0906367	-2.8787208	2.4986312	2.6635652
-3.3151922	-3.0980456	-4.177254	-3.7608445	-3.9425743	3.8995264	3.7835972
-2.464453	-2.3034444	-2.8326795	-2.9618526	-2.825604	2.4011335	2.3287547
-2.9101963	-2.4674475	-3.0806153	-3.689793	-3.8374639	2.9171534	2.4339724
-3.5842278	-2.9986832	-3.7617345	-4.536586	-3.4343731	3.7284136	2.8734193
-1.316339	-1.1104974	-1.6455737	-1.8984838	-1.6411902	1.0513903	1.5718576
-1.3318251	-1.2582426	-1.6940187	-1.9710312	-1.8127072	1.4957134	1.2766783
-2.1835258	-1.8483231	-2.8299391	-2.8781826	-2.572138	2.3602257	2.2657263
-2.7242355	-2.7322912	-2.4123845	-2.8438325	-3.025988	2.0893302	2.0283933
-3.116305	-3.9535732	-4.618173	-3.9023097	-3.3529742	4.5975294	3.0504205
-1.4937779	-1.532151	-2.1809819	-2.1806397	-1.8441417	1.6566409	1.4498261
-2.155358	-1.9231969	-2.494509	-2.717375	-2.327136	1.9385014	2.2213104
-1.1978676	-0.9780012	-1.629663	-1.931278	-1.4941936	1.1200519	1.1258408
-3.2422202	-3.0212452	-3.6314735	-3.6000063	-3.1295664	3.992369	3.6481588
-0.984676	-0.9786105	-1.4838951	-1.5305051	-1.1686555	0.929788	1.021934
-2.7283711	-2.222171	-3.1454706	-2.8982491	-2.7017996	2.1110191	2.2510803
-2.7736983	-2.4702363	-3.0498884	-3.0726466	-2.8485644	2.460002	2.4192238
-2.1183245	-1.9189758	-2.5014875	-2.4911323	-2.4921932	2.3920703	2.1064322
-3.6309736	-3.356349	-3.6779943	-3.3602967	-3.5287917	2.9321358	3.3231325
-2.639364	-2.3381581	-2.73618	-2.9465678	-2.9909947	2.3405669	2.309385
-2.8541121	-2.1823719	-2.7287219	-3.2990725	-2.6177099	2.8067393	2.6304555
-2.099817	-2.3117735	-3.0448258	-2.70332	-2.358277	2.3657598	2.5029478
-2.025205	-1.8644186	-2.0524714	-2.908444	-2.3742912	2.025655	1.8289254
-3.3715732	-3.6296022	-4.091118	-3.8481295	-4.0887356	4.2883544	3.7640846
-4.376301	-4.1959486	-4.280247	-4.6266007	-5.0308485	4.028944	4.2700915
