-2.9747953	3.3007398	2.8706508	-2.682921	3.111483
-2.5054593	3.2300706	2.3550684	-3.221771	3.037617
-4.2469583	3.8895807	4.0882382	-4.06054	4.465037
-3.9489462	3.858582	4.1214843	-3.7239099	3.600863
-2.9801285	3.1115494	3.3483822	-3.1755903	3.3478894
-2.8751674	3.101421	2.717833	-3.0851407	3.0449226
-3.9150002	4.4412313	3.96682	-4.5097146	3.9301264
-3.8286545	3.9102023	2.429008	-4.5787125	3.7124944
-5.3565836	4.8147597	5.3051257	-3.9651763	4.4541564
-4.2394996	3.7244549	3.6951284	-4.405901	4.117466
-3.4123385	3.6264477	3.0909336	-3.166799	3.6933315
-3.0653925	3.4649541	3.1990197	-3.582761	3.4078355
-2.6392534	2.8810887	2.8313022	-3.1496944	2.733939
-1.3601545	2.1976051	1.23323	-1.6369485	1.8057226
-3.6853597	3.777225	3.634692	-4.0118527	4.323893
-3.277066	4.7570148	4.4791584	-4.7029104	4.9494133
-1.9364115	3.2518592	2.7788975	-2.0121367	2.1676168
-3.3601213	3.2634428	3.1240163	-3.2730994	3.3068798
-3.7920246	3.4307652	3.1821208	-3.381975	3.7411616
-2.9392366	3.4106739	2.455902	-2.9168744	3.1302676
-3.2418191	3.7008936	3.2137632	-3.1215262	3.7860522
-2.1476562	2.9544415	2.470498	-2.9810514	2.9423773
-1.3612773	2.5237565	1.2192692	-2.0041704	1.9760945
-2.7109516	3.3207219	3.2050686	-3.2867324	2.8796866
-3.7449818	3.7735362	2.7299984	-3.474831	4.018847
-2.850084	2.9227343	2.574217	-2.8041525	3.0468352
-3.7020092	3.714481	2.969259	-3.2584841	3.493406
-2.9583807	3.4169052	2.5830214	-3.733406	3.1471198
-0.97257185	1.7737452	1.0877241	-1.4535018	1.5833176
-0.8900049	1.7558762	0.96338135	-1.1647326	1.3913615
-2.0730839	2.6876733	1.9973401	-2.5495872	2.5542345
-2.3283424	2.8300548	2.6325238	-2.9476914	2.4536026
-4.3872695	3.8697898	3.9990644	-3.5742881	3.6639087
-1.044911	1.7911601	1.3342818	-1.39246	1.5467358
-1.5414735	2.1286514	1.6726176	-2.2123337	2.7449613
-1.1754104	1.9654176	1.0868664	-1.4483076	1.419686
-3.379077	3.3804004	3.4038243	-3.299986	3.1803062
-0.52006257	1.2406919	0.5691385	-0.9622542	0.94031376
-2.5402093	2.4374976	2.485659	-2.5439856	2.6542246
-2.5903723	3.2865584	2.4363444	-3.3823335	3.2202258
-1.6825688	2.6368556	1.615802	-2.040712	2.0828323
-3.2691512	4.065537	3.3420205	-3.447351	4.0125895
-1.7703563	3.2781856	1.7117479	-2.5775743	2.2660491
-2.7020955	3.3266149	2.7600338	-2.8419037	2.6858387
-1.604697	3.0317645	1.8766395	-2.6852055	2.2842543
-1.3748103	2.5575907	1.6987886	-1.9104085	1.8966777
-4.717291	3.9726117	4.003087	-4.0142956	3.9753268
-3.972957	4.474675	3.9169548	-4.0733514	4.6723337
-5.189601	4.348004	4.4495955	-4.510949	3.973611
-3.9925907	4.8538594	4.3346844	-4.984514	3.8641117
-0.7090134	1.5952793	0.93016356	-1.2296562	1.1229893
-1.4085587	2.633367	1.6656454	-1.9376646	2.4594147
-1.0366019	2.050083	1.2347031	-1.5230547	1.5773442
-2.2686374	3.3320024	2.6841266	-3.3079505	3.1275027
-3.393577	3.895786	3.8568172	-3.883402	3.734226
-1.7770138	2.5193071	1.7171041	-2.0390606	2.2950408
-0.7852776	1.5578711	0.93406445	-1.3111447	1.3372241
