-0.14074038	0.11236002	0.18318836	-0.13064636	-0.149767	-0.16007717	0.16872063
-0.68233126	0.64168096	0.6206562	-0.94843686	-0.72882515	-0.8202526	0.7052193
-0.15193	0.16807069	0.18176153	-0.22481729	-0.1399755	-0.10656145	0.164963
-0.45318758	0.6845815	0.57224786	-0.42535707	-0.7040393	-0.3534317	0.3488456
-0.803826	0.8742539	0.8771342	-1.2302897	-1.0056788	-0.9149333	0.8817107
-0.62500197	0.38682592	0.46927994	-0.6959824	-0.56997263	-0.46596992	0.4145163
-0.079937205	0.090190046	0.10490331	-0.076664634	-0.10070149	-0.10751898	0.07829544
-0.81701434	1.1354921	0.7011676	-1.1792454	-1.0852113	-1.1594961	0.8654233
-0.61631954	0.5573112	0.48708048	-0.565557	-0.945381	-0.5195236	0.4998108
-0.9772181	0.8907713	1.469703	-0.56384623	-0.93619883	-0.8488069	1.3121433
-0.5870442	0.7505965	0.82183903	-0.7029104	-0.6251166	-0.93812686	0.765346
-0.41222343	0.2560598	0.26487097	-0.25656638	-0.29768306	-0.30864972	0.36274776
-0.21401903	0.16692837	0.17306863	-0.16501054	-0.19755344	-0.15745065	0.14910032
-1.3887838	0.825296	0.7694088	-1.2192283	-1.077277	-0.78028333	0.742177
-1.0152845	1.1553233	0.9765766	-0.8502217	-1.3429301	-1.1524094	1.1692582
-0.63945335	0.8492903	0.691737	-0.5779773	-0.6947778	-0.9632971	0.87907064
-0.9252543	0.7808797	0.5828552	-0.6986205	-1.1606729	-1.2145852	0.6843644
-0.06463504	0.0846624	0.06275204	-0.06411313	-0.036501378	-0.07174415	0.051871564
-0.7809032	0.8650465	0.801802	-0.71170175	-0.82885844	-0.6087473	0.71221524
-0.59566295	0.4209454	0.40580222	-0.5436921	-0.49433404	-0.4943043	0.44742042
-0.1616734	0.120156765	0.15866445	-0.14664166	-0.26152313	-0.20643494	0.12570776
-0.16477305	0.22144313	0.13995999	-0.17402352	-0.2085185	-0.28106955	0.20310052
-0.7150452	0.6537156	0.4306658	-0.42491567	-0.48570678	-0.60020596	0.8083609
-0.41617784	0.48108417	1.3868408	-0.50623924	-0.6513536	-0.69036096	0.5730465
-0.14923616	0.16109157	0.1505478	-0.13180096	-0.19698179	-0.16706674	0.18787825
-0.48679438	0.72135663	0.69884443	-0.74833965	-0.66805416	-0.4765183	0.44669306
-0.24659632	0.14742866	0.13777223	-0.14807454	-0.25587592	-0.27422768	0.1405407
-0.602404	0.77337015	0.84139794	-1.1929693	-0.70243526	-1.1674818	0.6841579
-1.2851734	1.4552729	1.329382	-1.320351	-1.103412	-1.2437775	1.3912785
-0.68793595	0.97001153	0.95025474	-0.9195001	-0.9014241	-0.97759074	0.9678458
-1.1659608	1.0428882	1.2336755	-1.1744251	-1.223342	-0.99659294	0.91197693
-1.0154556	1.059764	0.8513524	-1.0484436	-1.2181147	-0.84833556	1.1250645
-0.15005	0.14463903	0.14153633	-0.16328806	-0.22161396	-0.08588396	0.2016018
-0.6373597	0.8203513	0.63480043	-1.1420246	-0.64492273	-0.591999	0.68190366
-0.93460935	0.3983307	0.5473148	-0.3569483	-0.4987341	-0.62581336	0.6337635
-0.030624904	0.046538025	0.042052597	-0.057821263	-0.04562173	-0.044787552	0.040302463
-0.9277727	1.8870263	1.5185044	-1.3212094	-1.2172928	-1.2137178	1.4918635
-0.8382442	0.6586753	0.8938066	-0.85510164	-1.0167315	-0.8146435	0.9672539
-0.91341853	0.53134996	0.87886006	-0.6621443	-0.49525034	-0.7160464	0.9129502
-0.58961487	1.17356	0.8699267	-1.0817231	-0.64968544	-0.71403253	0.6080573
-0.22609767	0.2759367	0.48338115	-0.30686638	-0.25197935	-0.27323595	0.3149599
-1.0841051	1.4088324	1.9094226	-1.2732633	-1.2951483	-1.8220502	0.89108956
-0.74074006	0.74900484	0.9697778	-1.0573902	-0.8274982	-0.83118826	0.93875587
-0.64972407	0.4987072	0.71523476	-0.7704084	-0.52432257	-0.66314787	0.724316
-1.4354402	1.0406812	1.4561538	-1.1910713	-1.6001424	-1.1219612	1.3478142
-1.2470428	0.73776203	1.4857886	-0.7566073	-1.293389	-0.84831035	1.2042546
-0.6428982	0.80474496	0.95382625	-0.6775021	-0.9635906	-0.6237064	0.9988887
-0.30032203	0.35209963	0.25884643	-0.33446193	-0.30341065	-0.37333086	0.32867163
-1.5109129	0.44909358	0.49519268	-0.29332012	-0.31397623	-0.58425367	0.3434698
-1.2818644	0.999288	0.6655262	-0.98202515	-0.8210596	-0.723938	1.5787327
-0.41745445	0.39370984	0.35858014	-0.19991384	-1.0142298	-0.33782202	0.21841717
-0.8426303	0.59016746	0.47052106	-0.64067453	-0.65502846	-0.7556807	0.50802374
-0.54820126	1.099172	0.64213705	-0.83595276	-0.4632166	-0.62715715	0.78886086
-0.84396595	0.87689567	0.87369204	-1.103437	-0.82344353	-0.9195355	1.0192777
-0.31668437	0.29658222	0.26303002	-0.39518705	-0.335327	-0.3516996	0.24612628
-0.97051316	0.6185722	0.73119193	-0.89453053	-0.72511685	-0.52608365	0.7974741
-0.48568293	0.97893494	0.631177	-0.6108408	-1.0576344	-0.6302165	0.87528473
-0.7146622	0.62381357	0.8177766	-0.7919207	-0.930456	-0.6750247	0.7129238
-1.5564045	0.85251546	1.2911072	-1.0118718	-1.139608	-1.1826801	0.8883637
-0.524417	0.62768704	0.77133536	-0.4861572	-0.7493134	-0.7206066	0.7667059
-0.8896082	0.73335737	1.15313	-0.7502367	-1.0200125	-1.023123	1.3705056
