-0.12584637	-0.1088438	0.100950606	-0.09925313	0.109850176	-0.10010356	-0.006970545	-0.20201579	0.06289332	0.046577163
-0.13499948	-0.11584243	0.10679983	-0.084392816	0.01185596	-0.17505646	0.043452594	-0.083774745	0.015550093	0.039223358
-0.04698818	-0.117510416	0.06010876	-0.045274243	0.12353123	-0.017383972	-0.12074167	-0.09863738	0.16384237	0.078930125
-0.12230756	-0.16327716	0.13411742	-0.07276779	0.004262301	-0.04197811	-0.054553952	-0.14360912	0.08361207	0.06341953
-0.16047964	-0.16023864	0.08928739	-0.06527635	0.0050187386	-0.076097	-0.04149448	-0.17478544	0.10794802	0.052316025
-0.12143585	-0.15157683	0.09222197	-0.05996512	0.06666938	-0.061949793	0.003939026	-0.09245482	0.0848429	-0.008892817
-0.11264747	-0.1925289	0.11382842	-0.11265079	0.032681637	-0.042995103	-0.023271361	-0.16833432	0.086860746	0.072257586
-0.11204975	-0.21834446	0.18117996	-0.040711872	-0.040786874	-0.08646569	0.007475333	-0.089536875	0.15767962	0.056421574
-0.13140805	-0.19132122	0.1424428	-0.11182633	0.05162826	-0.054049537	-0.08405295	-0.16390339	0.05380893	0.1326339
-0.102315575	-0.21349347	0.10593113	-0.071665406	0.034012657	-0.03196554	-0.025284467	-0.12880532	0.09309628	0.04571728
-0.13213266	-0.16799966	0.16653758	-0.07726731	0.0018609335	-0.0248938	-0.073288135	-0.17824934	0.10085388	0.0018794292
-0.12259726	-0.18388014	0.14036979	-0.09221622	0.038035147	-0.041082315	-0.03178972	-0.10949659	0.1167951	0.062651485
-0.12709948	-0.2066317	0.14684303	-0.04829067	0.03501807	-0.03926073	0.022360908	-0.13878118	0.15290771	0.020880466
-0.075781755	-0.1437154	0.19796221	-0.050035268	0.0014323238	-0.041516118	-0.010806795	-0.09582123	0.06779923	0.04251581
-0.10615625	-0.21431266	0.068464175	-0.100529715	0.03388366	-0.09791296	-0.05161192	-0.114302285	0.07474323	0.04010757
-0.101430334	-0.13417009	0.0064824536	-0.12126519	0.028771512	0.04098787	-0.08919768	-0.15439151	0.15432476	0.08805803
-0.12346361	-0.12224099	0.068069614	-0.096130244	0.043236222	-0.11440105	0.0029913643	-0.10355937	0.09427789	0.06095758
-0.07337684	-0.19863465	0.14435883	-0.07102143	-0.034608036	-0.034372985	-0.05387537	-0.005283291	0.11515895	-0.028272513
-0.07463821	-0.075711265	0.061547052	-0.096986316	-0.0027839257	-0.14532927	0.051854666	-0.11583839	0.14242877	0.0879813
-0.06556358	-0.18549012	0.07103068	-0.10842628	0.028772883	-0.07860573	-0.06676938	-0.17075332	0.07970946	0.1311112
-0.114832565	-0.16221276	0.13209902	-0.18404074	0.0722842	-0.034558915	-0.0021796434	-0.14367503	0.08195255	-0.100543246
-0.11261037	-0.20785971	0.07981599	-0.067045726	0.058303792	-0.10654969	0.057917666	-0.06636962	-0.015566778	-0.0026586521
-0.13108431	-0.21198542	0.059772816	-0.122076295	0.09859378	-0.042007312	0.001899973	-0.17852695	0.071408525	0.08963081
-0.18136644	-0.22799183	0.094703555	-0.059492104	0.067614034	-0.10079912	-0.09375509	-0.06404557	0.0641667	-0.010709129
-0.085197754	-0.18170178	0.12133196	-0.03395221	0.12942597	-0.1022396	-0.09728246	-0.09522222	0.1377934	-0.0034295782
-0.005831818	-0.16372368	0.0048588654	-0.09280231	0.0902052	-0.12548636	0.0022175726	-0.09677518	0.016180502	0.112536214
-0.078909665	-0.1431867	0.119236745	-0.08416938	0.08965274	-0.08291933	-0.11011259	-0.12585019	0.0395794	0.15347493
-0.110717505	-0.1583592	0.08185604	0.009657637	-0.029524688	-0.026896851	-0.013955498	-0.074488156	0.124853484	0.006185415
-0.06611882	-0.14592724	0.17799257	-0.060454663	0.023159705	-0.13105421	-0.012017463	-0.15005116	0.09221821	0.012428251
-0.07058562	-0.14049496	0.1812333	-0.077249005	0.0009388001	-0.011472312	-0.04161186	-0.12529653	0.15664022	0.15720122
-0.19007954	-0.20206334	0.13490403	-0.017438192	-0.057747006	0.008658616	-0.012742239	-0.1152765	0.14380066	0.12746228
-0.073576316	-0.1140579	0.08804582	-0.09910397	8.856819e-06	-0.03556263	-0.10195129	-0.16937742	0.1243501	0.115724094
-0.16014051	-0.2076534	0.14505205	-0.0076203234	-0.008268677	-0.1359177	-0.053513188	-0.11536191	0.07820172	-0.017133389
-0.0541741	-0.23865193	0.105184354	-0.090242065	0.0450392	-0.017338015	-0.027478611	-0.14360863	0.13135652	0.04045186
-0.020291695	-0.19364564	0.06928222	-0.067808285	0.0029086184	-0.051683627	-0.008769049	-0.19050398	0.10930336	0.030467141
-0.09811388	-0.12050744	0.1900559	-0.06333583	-0.047072485	-0.008697663	-0.13773894	-0.1349279	0.0025914046	-0.05443603
-0.14564008	-0.1987224	0.1702869	0.0010281637	-0.028777964	-0.13679668	-0.024833085	-0.11038174	0.006405023	0.016287355
-0.12241571	-0.0510243	0.09872554	-0.14549002	0.011014674	-0.04928316	-0.016958259	-0.21505217	0.17033353	0.022031324
-0.11436834	-0.19888802	0.0928717	-0.01929441	0.01155765	-0.037113793	-0.10406513	-0.08166904	0.11090861	0.03489958
-0.09582736	-0.17042497	0.17799187	-0.06875844	0.10098513	-0.01807148	-0.0827156	-0.16727524	0.059920035	0.029690927
-0.08037062	-0.10240439	0.074034736	-0.06944376	0.10257291	0.010745164	-0.09463643	-0.11148499	0.0930443	0.028469361
-0.09909485	-0.18311086	0.16797996	-0.13549583	0.071012385	-0.050153747	0.019399198	-0.09778544	0.016991174	0.039699864
-0.11381946	-0.038674887	0.0723291	-0.065860316	-0.0029832034	-0.1311418	0.010527798	-0.109977566	0.12420734	0.080711946
-0.15064687	-0.11696538	0.18243112	0.005317462	0.05771845	-0.0074902787	-0.033259485	-0.18825237	0.011474407	0.018077163
-0.11401568	-0.15127242	0.033629317	-0.10347085	0.002347057	-0.061685752	0.04214457	-0.11939853	0.10401274	0.0960218
-0.1765956	-0.20511955	0.054171648	-0.07314748	0.0063105705	-0.06295308	0.019389013	-0.08345681	0.10347797	-0.02379478
-0.103481025	-0.21655111	0.10775084	-0.053483974	0.18294854	-0.015120708	-0.11928753	-0.10039501	0.017433116	0.040650573
-0.10455229	-0.17197795	0.13515712	-0.118073106	-0.0069352468	-0.06082093	-0.020152537	-0.09560565	0.124445915	0.061741237
-0.14149201	-0.13124831	0.27445322	-0.09321559	-0.051748045	-0.022826947	0.013382725	-0.12823294	0.04459897	0.046999916
-0.08397586	-0.16151527	0.11522939	-0.070354916	0.03234611	-0.01865409	-0.0114513235	-0.11315757	0.08621781	0.038388696
-0.10798112	-0.13369657	0.094120115	-0.056691766	0.039312363	-0.08210775	0.0025776944	-0.10699773	0.089777574	0.021034494
