0.09899353	-0.09409123	-0.11964889	-0.091386154	-0.088863894
0.08905051	-0.14990744	-0.14956197	-0.12048703	-0.10203807
0.10501606	-0.10860139	-0.1536204	-0.07482772	-0.06054361
0.1390182	-0.090466246	-0.2053119	-0.0715244	-0.12327919
1.1589373	-0.64464676	-0.9071925	-0.6728673	-0.69279
0.7797638	-0.39246914	-1.3488632	-0.5693751	-0.67742383
0.046153653	-0.01946882	-0.054948684	-0.063054554	-0.05846719
1.0811359	-0.8325304	-0.94768417	-0.70525575	-0.89111495
0.85765624	-1.09567	-0.63804823	-0.21712038	-0.46482587
0.7658459	-0.5775612	-1.2194526	-0.47183523	-0.70729136
0.05033047	-0.1505516	-0.253729	-0.1809245	-1.6106538
0.27362773	-0.23777084	-0.9820242	-0.28687978	-0.26008874
0.057442468	-0.046895083	-0.0714283	-0.04313821	-0.048454117
0.8420242	-1.4370117	-1.4616185	-0.6402897	-1.0889382
0.8664516	-1.1034725	-1.2999294	-0.7933838	-0.98202085
0.10855486	-0.12889527	-0.4154913	-0.09068162	-0.076631404
0.8553635	-0.96309614	-1.2299579	-1.546925	-1.2006291
0.029075969	-0.050291523	-0.06973624	-0.054180007	-0.04342808
0.04582116	-0.09215922	-0.101144224	-0.04260961	-0.045487367
1.0736876	-0.20432979	-0.7298105	-0.5490004	-0.36775953
0.11560134	-0.17621589	-0.4323927	-0.11531811	-0.17400497
0.3896102	-0.5039234	-0.61668617	-0.36542416	-0.5475994
0.2649865	-0.21629645	-0.42879322	-0.52609384	-1.1064292
0.38796872	-0.29222712	-0.53063256	-0.30626556	-0.34592122
0.29056808	-0.17882179	-0.45353332	-0.1371802	-0.218619
0.7556715	-0.38625526	-0.73077697	-0.29345012	-0.5207967
0.029506376	-0.034149297	-0.11529583	-0.047664493	-0.04134367
0.6837726	-0.670029	-0.8169246	-0.9321513	-0.6837996
0.8398156	-1.4407989	-1.1318563	-2.1014085	-0.35873985
0.8052767	-1.2109845	-0.6969564	-0.28700933	-0.7713664
0.2686934	-0.23983105	-0.4283404	-0.26347467	-0.3247698
0.9387934	-0.79373795	-1.349126	-0.9383617	-1.101699
0.10328219	-0.13803941	-0.14607018	-0.06496228	-0.17242281
0.8806087	-0.2432751	-1.0509056	-0.5898534	-0.60460347
1.1757603	-0.5617294	-1.0451921	-0.16349173	-0.33688277
0.043848734	-0.04332918	-0.05562736	-0.029236956	-0.037878376
1.3877015	-1.4899048	-1.7175485	-1.2959661	-1.0828625
0.3768615	-0.22824812	-0.18823342	-0.15140817	-0.51702005
0.18347809	-0.52356344	-0.3169876	-0.18908511	-0.26215792
0.8745549	-0.599083	-0.86688113	-0.40134248	-0.8552843
0.0388512	-0.09470354	-0.11809535	-0.03338713	-0.022163916
